-0.656539, -0.608116, -0.300000
-0.650208, -0.439525, -0.200000
-0.653609, -0.294033, -0.100000
-0.652392, -0.150982, -0.100000
-0.652002, -0.016632, -0.050000
-0.657634, 0.156487, 0.000000
-0.651017, 0.350887, 0.100000
-0.661339, 0.496471, 0.050000
-0.655929, 0.588607, 0.100000
-0.500320, 0.577260, 0.100000
-0.474348, 0.395501, 0.100000
-0.463531, 0.240978, 0.000000
-0.450391, 0.064383, 0.000000
-0.449103, -0.111729, -0.100000
-0.456201, -0.265182, -0.050000
-0.449392, -0.388172, -0.150000
-0.446547, -0.507478, -0.200000
-0.444461, -0.600595, -0.300000
-0.295595, -0.602820, -0.250000
-0.279214, -0.436690, -0.150000
-0.285969, -0.277370, -0.050000
-0.286189, -0.139148, -0.050000
-0.288109, -0.023663, 0.000000
-0.293474, 0.104165, 0.000000
-0.293131, 0.259627, 0.050000
-0.296427, 0.397039, 0.100000
-0.303138, 0.517091, 0.100000
-0.308969, 0.604704, 0.100000
-0.140496, 0.588817, 0.100000
-0.144077, 0.416513, 0.100000
-0.133569, 0.339500, 0.100000
-0.140759, 0.213488, 0.000000
-0.152900, 0.083763, 0.000000
-0.155993, -0.018492, 0.000000
-0.153190, -0.145584, -0.050000
-0.143686, -0.302421, -0.100000
-0.142725, -0.415835, -0.150000
-0.138704, -0.504771, -0.150000
-0.123863, -0.602997, -0.250000
0.011694, -0.603837, -0.250000
0.018538, -0.453126, -0.150000
0.027109, -0.299903, -0.100000
0.035166, -0.156400, -0.050000
0.058243, -0.008836, 0.000000
0.062736, 0.143470, 0.000000
0.076459, 0.330642, 0.100000
0.110499, 0.465367, 0.050000
0.129394, 0.587281, 0.050000
0.297835, 0.598637, 0.000000
0.291644, 0.461815, 0.050000
0.296978, 0.270645, 0.000000
0.289899, 0.121982, 0.000000
0.285657, -0.038254, 0.000000
0.290048, -0.197180, 0.000000
0.281399, -0.381133, -0.050000
0.262518, -0.500922, -0.100000
0.259072, -0.604440, -0.150000
0.401776, -0.609310, -0.150000
0.408772, -0.478467, -0.100000
0.418448, -0.346360, -0.050000
0.430949, -0.204067, 0.000000
0.422464, -0.080458, 0.000000
0.412667, 0.071554, 0.000000
0.415860, 0.223297, 0.000000
0.424697, 0.357436, 0.050000
0.421465, 0.484392, 0.000000
0.437330, 0.592224, 0.000000
0.544982, 0.607759, 0.000000
0.535542, 0.435611, 0.050000
0.527555, 0.291909, 0.000000
0.506152, 0.130748, 0.000000
0.494729, -0.030667, 0.000000
0.492041, -0.206278, 0.000000
0.482938, -0.338703, -0.050000
0.478490, -0.465887, -0.050000
0.478086, -0.606380, -0.150000
0.630716, -0.602290, -0.100000
0.631387, -0.484975, -0.050000
0.627824, -0.340844, -0.050000
0.629612, -0.224084, 0.000000
0.632112, -0.099903, 0.000000
0.627978, 0.018803, 0.000000
0.628863, 0.117444, 0.000000
0.627879, 0.223307, 0.000000
0.619964, 0.335634, 0.050000
0.629245, 0.472731, 0.000000
0.637148, 0.595434, 0.000000
0.637148, 0.595434, 15.000000
