39, -2.90
99, -2.90
159, -2.84
219, -2.92
279, -2.87
339, -2.89
399, -2.92
459, -2.86
519, -2.85
579, -2.93
639, -2.89
699, -2.92
759, -2.91
819, -2.83
879, -2.84
939, -2.88
999, -2.83
1059, 40.07
1119, 59.83
1179, 59.79
1239, 59.72
1299, 59.75
1359, 59.74
1419, 59.65
1479, 59.77
1539, 59.62
1599, 59.69
1659, 59.66
1719, 59.64
1779, 59.72
1839, 59.56
1899, 59.73
1959, 59.70
2019, 59.66
2079, 59.62
2139, 59.69
2199, 59.69
2259, 59.68
2319, 59.65
2379, 59.65
2439, 59.59
2499, 59.65
2559, 59.63
2619, 59.69
2679, 59.65
2739, 59.65
2799, 59.65
2859, 59.69
2919, 59.69
2979, 59.64
3039, 59.69
3099, 59.72
3159, 59.65
3219, 59.67
3279, 59.67
3339, 59.68
3399, 59.74
3459, 59.66
3519, 59.71
3579, 59.73
3639, 59.56
3699, 59.78
3759, 59.68
3819, 59.74
3879, 59.76
3939, 59.64
3999, 59.72
4059, 59.69
4119, 59.68
4179, 59.74
4239, 59.74
4299, 59.67
4359, 59.70
4419, 59.73
4479, 59.76
4539, 59.68
4599, 59.71
4659, 59.75
4719, 59.66
4779, 59.75
4839, 59.72
4899, 59.72
4959, 59.76
5019, 59.77
5079, 59.80
5139, 59.72
5199, 59.77
5259, 59.83
5319, 59.77
5379, 59.80
5439, 59.72
5499, 59.86
5559, 59.75
5619, 59.80
5679, 59.73
5739, 59.72
5799, 59.79
5859, 59.78
5919, 59.76
5979, 59.80
6039, 59.77
6099, 59.77
6159, 59.76
6219, 59.74
6279, 59.83
6339, 59.71
6399, 59.81
6459, 59.76
6519, 59.74
6579, 59.86
6639, 59.84
6699, 59.80
6759, 59.78
6819, 59.77
6879, 59.82
6939, 59.73
6999, 59.71
7059, 59.84
7119, 59.74
7179, 59.82
7239, 59.75
7299, 59.86
7359, 59.87
7419, 59.79
7479, 59.81
7539, 59.82
7599, 59.91
7659, 59.84
7719, 59.83
7779, 59.88
7839, 59.82
7899, 59.79
7959, 59.87
8019, 59.87
8079, 59.86
8139, 59.86
8199, 59.84
8259, 59.87
8319, 59.89
8379, 59.90
8439, 59.87
8499, 59.95
8559, 59.88
8619, 59.93
8679, 59.89
8739, 59.94
8799, 59.91
8859, 59.80
8919, 59.94
8979, 59.89
9039, 59.93
9099, 59.92
9159, 59.89
9219, 59.93
9279, 59.88
9339, 59.88
