2129,60.42
2191,60.68
2253,60.68
2315,60.78
2377,60.73
2439,60.78
2501,60.73
2563,60.73
2625,60.73
2687,60.68
2749,60.68
2811,60.73
2873,60.73
2935,60.78
2997,60.73
3059,60.78
3121,60.73
3183,60.78
3245,60.73
3307,60.78
3369,60.78
3431,60.68
3493,60.73
3555,60.73
3617,60.73
3679,60.78
3741,60.68
3803,60.78
3865,60.73
3927,60.73
3989,60.73
4051,60.73
4113,60.73
4175,60.73
4237,60.78
4299,60.68
4361,60.73
4423,60.78
4485,60.83
4547,60.78
4609,60.68
4671,60.83
4733,60.73
4795,60.73
4857,60.73
4919,60.78
4981,60.73
5043,60.73
5105,60.78
5167,60.73
5229,60.78
5291,60.68
5353,60.78
5415,60.68
5477,60.73
5539,60.73
5601,60.83
5663,60.73
5725,60.78
5787,60.83
5849,60.78
5911,60.78
5973,60.73
6035,60.78
6097,60.68
6159,60.78
6221,60.73
6283,60.73
6345,60.78
6407,60.78
6469,60.78
6531,60.78
6593,60.78
6655,60.78
6717,60.83
6779,60.73
6841,60.78
6903,60.78
6965,60.78
7027,60.73
7089,60.78
7151,60.68
7213,60.68
7275,60.68
7337,60.73
7399,60.73
7461,60.73
7523,60.78
7585,60.73
7647,60.73
7709,60.73
7771,60.78
7833,60.78
7895,60.68
7957,60.78
8019,60.73
8081,60.73
8143,60.73
8205,60.78
8267,60.68
8329,60.73
8391,60.78
8453,60.78
8515,60.78
8577,60.73
8639,60.73
8701,60.78
8763,60.78
8825,60.73
8887,60.78
8949,60.78
9011,60.83
9073,60.78
9135,60.78
9197,60.78
9259,60.78
9321,60.78
9383,60.73
9445,60.73
9507,60.78
9569,60.73
9631,60.78
9693,60.68
9755,60.73
9817,60.78
9879,60.68
9941,60.73
10003,60.78
10065,60.78
10127,60.83
10189,60.78
10251,60.78
10313,60.83
10375,60.78
10437,60.78
10499,60.73
10561,60.83
10623,60.78
10685,60.73
10747,60.73
10809,60.73
10871,60.78
10933,60.73
10995,60.78
11057,60.78
11119,60.78
11181,60.73
11243,60.73
11305,60.78
11367,60.78
11429,60.73
11491,60.78
11553,60.73
11615,60.78
11677,60.78
11739,60.78
11801,60.73
11863,60.73
11925,60.73
11987,60.78
12049,60.73
12111,60.73
12173,60.83
12235,60.68
12297,60.73
12359,60.78
12421,60.78
12483,60.78
12545,60.73
12607,60.73
12669,60.73
12731,60.73
12793,60.78
12855,60.73
12917,60.78
12979,60.78
13041,60.73
13103,60.73
13165,60.78
13227,60.73
13289,60.78
13351,60.83
13413,60.78
13475,60.73
13537,60.73
13599,60.73
13661,60.78
13723,60.83
13785,60.78
13847,60.73
13909,60.78
13971,60.73
14033,60.73
14095,60.73
14157,60.73
14219,60.83
14281,60.73
14343,60.83
14405,60.73
14467,60.73
14529,60.78
14591,60.78
14653,60.73
14715,60.73
14777,60.73
14839,60.73
14901,60.73
14963,60.78
15025,60.73
15087,60.73
15149,60.73
15211,60.78
15273,60.83
15335,60.78
15397,60.73
15459,60.78
15521,60.78
15583,60.73
15645,60.78
15707,60.78
15769,60.78
15831,60.78
15893,60.73
15981,60.83
16043,60.73
16105,60.83
16167,60.73
16229,60.78
16291,60.83
16353,60.73
16415,60.78
16477,60.73
16539,60.68
16601,60.68
16663,60.73
16725,60.73
16787,60.73
16849,60.68
16911,60.73
16973,60.73
17035,60.78
17097,60.73
17159,60.83
17221,60.78
17283,60.78
17345,60.78
17407,60.83
17469,60.78
17531,60.78
17593,60.73
17655,60.78
17717,60.83
17779,60.73
17841,60.83
17903,60.73
17965,60.78
18027,60.78
18089,60.78
18151,60.73
18213,60.83
18275,60.73
18337,60.83
18399,60.83
18461,60.78
18523,60.78
18585,60.73
18647,60.78
18709,60.73
18771,60.78
18833,60.73
18895,60.73
18957,60.78
19019,60.73
19081,60.68
19143,60.78
19205,60.73
19267,60.73
19329,60.78
19391,60.73
19453,60.78
19515,60.73
19577,60.78
19639,60.73
19701,60.68
19763,60.73
19825,60.73
19887,60.73
19949,60.78
20011,60.78
20073,60.73
20135,60.78
20197,60.73
20259,60.78
20321,60.73
20383,60.78
20445,60.78
20507,60.73
20569,60.78
20631,60.83
20693,60.78
20755,60.73
20817,60.63
20879,60.73
20941,60.73
21003,60.73
21065,60.73
21127,60.68
21189,60.73
21251,60.73
21313,60.73
21375,60.78
21437,60.78
21499,60.73
21561,60.83
21623,60.73
21685,60.78
21747,60.78
21809,60.73
21871,60.78
21933,60.78
21995,60.78
22057,60.73
22119,60.73
22181,60.78
22243,60.78
22305,60.78
22367,60.78
22429,60.78
22491,60.83
22553,60.83
22615,60.78
22677,60.83
22739,60.73
22801,60.78
22863,60.73
22925,60.88
22987,60.78
23049,60.73
23111,60.88
23173,60.78
23235,60.78
23297,60.78
23359,60.78
23421,60.78
23483,60.73
23545,60.78
23607,60.83
23669,60.78
23731,60.78
23793,60.78
23855,60.78
23917,60.73
23979,60.78
24041,60.78
24103,60.78
24165,60.78
24227,60.83
24289,60.68
24351,60.83
24413,60.78
24475,60.73
24537,60.68
24599,60.73
24661,60.78
24723,60.78
24785,60.78
24847,60.88
24909,60.78
24971,60.73
25033,60.73
25095,60.73
25157,60.68
25219,60.78
25281,60.78
25343,60.78
25405,60.78
25467,60.73
25529,60.68
25591,60.73
25653,60.73
25715,60.73
25777,60.73
25839,60.73
25901,60.68
25963,60.78
26025,60.73
26087,60.78
26149,60.78
26211,60.68
26273,60.78
26335,60.78
26397,60.83
26459,60.78
26521,60.83
26583,60.83
26645,60.73
26707,60.83
26769,60.68
26831,60.73
26893,60.73
26955,60.73
27017,60.73
27079,60.73
27141,60.78
27203,60.68
27265,60.73
27327,60.78
27389,60.73
27451,60.78
27513,60.68
27575,60.73
27637,60.83
27699,60.73
27761,60.78
27823,60.68
27885,60.68
27947,60.73
28009,60.83
28071,60.73
28133,60.73
28195,60.73
28257,60.78
28319,60.83
28381,60.73
28443,60.68
28505,60.78
28567,60.78
28629,60.78
28691,60.78
28753,60.63
28815,60.73
28877,60.73
28939,60.78
29001,60.73
29063,60.68
29125,60.73
29187,60.68
29249,60.83
29320,60.68
29382,60.68
29444,60.73
29506,60.78
29568,60.73
29630,60.73
29692,60.68
29754,60.78
29816,60.73
29878,60.78
29940,60.78
30002,60.78
30064,60.83
30126,60.73
30188,60.73
30250,60.73
30312,60.68
30374,60.68
30436,60.73
30498,60.78
30560,60.73
30622,60.78
30684,60.73
30746,60.78
30808,60.73
30870,60.78
30932,60.78
30994,60.83
31056,60.68
31118,60.78
31180,60.73
31242,60.78
31304,60.63
31366,60.68
31428,60.78
31490,60.73
31552,60.73
31614,60.68
31676,60.78
31738,60.78
31800,60.73
31862,60.78
31924,60.78
31986,60.73
32048,60.73
32110,60.78
32172,60.73
32234,60.78
32296,60.78
32358,60.68
32420,60.88
32482,60.78
32544,60.73
32606,60.73
32668,60.78
32730,60.73
32792,60.78
32854,60.73
32916,60.78
32978,60.83
33040,60.83
33102,60.83
33164,60.73
33226,60.83
33288,60.78
33350,60.78
33412,60.83
33474,60.83
33536,60.73
33598,60.68
33660,60.78
33722,60.68
33784,60.78
33846,60.73
33908,60.83
33970,60.73
34032,60.78
34094,60.73
34156,60.63
34218,60.78
34280,60.78
34342,60.78
34404,60.78
34466,60.78
34528,60.73
34590,60.78
34652,60.83
34714,60.73
34776,60.83
34838,60.73
34900,60.68
34962,60.73
35024,60.73
35086,60.73
35148,60.78
35210,60.78
35272,60.73
35334,60.78
35396,60.78
35458,60.73
35520,60.78
