6419, 0, 0.00
6439, 0, 0.11
6459, 0, 0.08
6479, 0, 0.07
6499, 0, 0.08
6519, 0, 0.12
6539, 0, 0.00
6559, 0, 0.09
6579, 0, 0.00
6599, 0, 0.00
6619, 0, 0.13
6639, 0, 0.12
6659, 0, 0.07
6679, 0, 0.07
6699, 0, 0.00
6719, 0, 0.00
6739, 0, 0.00
6759, 0, -0.01
6779, 0, 0.00
6799, 0, 0.09
6819, 0, 0.13
6839, 0, 0.00
6859, 0, 0.00
6879, 0, 0.06
6899, 0, 0.00
6919, 0, 0.00
6939, 0, 0.10
6959, 0, 0.00
6979, 0, 0.00
6999, 0, 0.00
7019, 0, 0.11
7039, 0, -0.05
7059, 0, 0.11
7079, 0, 0.10
7099, 0, 0.00
7119, 0, -0.01
7139, 0, 0.00
7159, 0, 0.17
7179, 0, 0.00
7199, 0, 0.11
7219, 0, 0.12
7239, 0, 0.09
7259, 0, 0.00
7279, 0, -0.07
7299, 0, -0.02
7319, 0, 0.00
7339, 0, 0.15
7359, 0, 0.07
7379, 0, -0.00
7399, 0, 0.07
7419, 5, -0.00
7439, 5, 0.09
7459, 5, -0.05
7479, 5, 0.16
7499, 5, 0.15
7519, 5, 0.23
7539, 5, 0.31
7559, 5, 0.31
7579, 5, 0.25
7599, 5, 0.30
7619, 5, 0.26
7639, 5, 0.34
7659, 5, 0.41
7679, 5, 0.42
7699, 5, 0.37
7719, 5, 0.45
7739, 5, 0.41
7759, 5, 0.36
7779, 5, 0.36
7799, 5, 0.40
7819, 5, 0.42
7839, 5, 0.49
7859, 5, 0.47
7879, 5, 0.52
7899, 5, 0.52
7919, 5, 0.40
7939, 5, 0.37
7959, 5, 0.48
7979, 5, 0.51
7999, 5, 0.48
8019, 5, 0.45
8039, 5, 0.38
8059, 5, 0.47
8079, 5, 0.47
8099, 5, 0.49
8119, 5, 0.45
8139, 5, 0.48
8159, 5, 0.46
8179, 5, 0.51
8199, 5, 0.39
8219, 5, 0.45
8239, 5, 0.42
8259, 5, 0.49
8279, 5, 0.47
8299, 5, 0.46
8319, 5, 0.37
8339, 5, 0.47
8359, 5, 0.41
8379, 5, 0.43
8399, 5, 0.44
8419, 0, 0.50
8439, 0, 0.50
8459, 0, 0.34
8479, 0, 0.18
